time_s,rcCommand[3],rcCommand[0],gyroADC[0],axisP[0],axisD[0],debug[0],rcCommand[1],gyroADC[1],axisP[1],axisD[1],debug[1],rcCommand[2],gyroADC[2],axisP[2],axisD[2],debug[2],motor[0],motor[1],motor[2],motor[3],vbatLatest
0.0,1010.9207141078489,-0.46221610397965385,-0.1595733328264633,-0.4842284338451049,0.0,-2.253229914174873,-5.100365432199234,-1.8758744068743332,-5.3655530661406345,0.0,-3.0026799778977713,5.8398376850012355,2.050694429598495,5.456366287779947,0.0,5.0201878662449975,1109.9354125693194,1110.6098577188827,1110.748406527861,1109.9287875427383,1640.1230665436522
0.002,1019.2098089909857,0.2567866239048651,0.1561369990394432,0.16103939978467507,22.65221631137879,4.201695689635518,1.4153332351548813,-1.6466172957399683,5.095085683409029,19.257597335286647,1.6241485611188415,-4.5433807402655875,1.910539770368366,-9.293645535312894,-0.0,-2.343384192552942,1113.2911733309572,1111.310775757718,1111.548463844681,1111.3983060530982,1640.0194870148484
0.004,1013.2311683090107,-3.5808338420861743,-3.0041450623130572e-05,-5.729286081016882,-11.204985155162259,-1.1215537182651094,-9.55953390482113,-2.4778013160542143,-11.784003027708149,-69.81945770639666,-6.098523202958363,-1.7084589570510307,1.9203907501038546,-5.225543578303036,0.0,-1.630475235155715,1112.3638013959232,1110.427196950799,1112.7927676797656,1110.6936801060247,1639.2293926635439
0.006,1002.6940763726022,2.7620746795115796,0.705782028778708,3.290068241172595,50.64201603895451,1.5778407066003892,4.8775863769826175,-1.6214715453037458,10.814432382684508,71.93170074303936,3.7158344463923747,1.2733450367876944,2.480593673349986,-1.7384380366496996,0.0,-0.1849422919494248,1109.868424179939,1110.8146132484067,1109.8748177666564,1109.2766290649877,1643.4865818270862
0.008,1015.2712558502573,5.954011355982818,0.9467409503773294,8.011632648968781,17.288802624701088,6.527388912446502,0.21500841461454323,-2.1647422758024004,3.9599051488537946,-45.63474136188698,-1.731893112913999,7.341978776750651,2.3976865758347286,7.119780769318928,-0.0,6.0486295582963825,1110.75046668669,1111.0462153494757,1110.7684020059303,1109.0017508015549,1637.0487745786406
0.01,1023.6413213217495,-0.2529852714864136,0.5688104219986814,-1.3148731095761519,-27.116515411168,-1.2684421829850052,6.673201486688875,-1.8722621163969517,14.219651435534816,24.56833339005769,4.657824631477482,4.261361236422793,2.231901266048251,2.922422357339341,-0.0,3.8349895473930005,1112.0999470490199,1109.9862462428202,1111.902910709541,1112.4678154049398,1638.2451130189472
0.012,1019.2255015632509,2.0170772585201346,0.7764187383190099,1.9850536323217993,14.895896695983568,1.2046308304576279,3.4068939148648063,-1.8941024731436058,8.820857989645997,-1.8345899667189425,-4.976590606528431,-0.07465764931157803,2.559783962088924,-3.793595920416723,0.0,-0.7187447251395811,1109.3335242450205,1111.865968263044,1111.2477056180624,1109.7700861598637,1640.43966132438
0.014,1044.372608033404,10.989031493690142,1.1312742557533557,15.772411580698858,25.46088337591431,6.149143673818971,-3.7793995604803983,-2.319381757267941,-2.4294696245455287,-35.723459866444166,-0.0467244038856669,3.5521941474236214,2.513699768792747,1.4954319052284588,-0.0,4.557340550610512,1113.3329613217622,1111.7153681482444,1111.7606385543913,1114.089717931113,1640.5199436753808
0.016,1004.2742436544652,3.886499817406223,0.6491591789881035,5.179745021468991,-34.59175675790685,2.606566191906774,8.882685292467535,-1.5380437375292975,17.34009310591473,65.63239365804607,4.949519961913205,3.4802937678104495,2.757239893615235,1.0411975788411092,0.0,1.5020584420005298,1110.4988168081786,1109.8866050558972,1108.6174412413143,1109.5073080381505,1638.0951027261194
0.018,1009.1925997103828,6.484553455848929,0.745892459608739,9.181857593984304,6.940612884530595,5.180090011537883,4.991291203417428,-1.5492235185082273,10.88341649728429,-0.9391016022301031,-1.459312675107153,6.004827742626726,2.8856859222447784,4.491564221350005,0.0,7.582010922288525,1110.3501945741393,1112.3754707908754,1109.982496962027,1109.4370713098594,1640.2175168504994
