time_s,rcCommand[3],rcCommand[0],gyroADC[0],axisP[0],axisD[0],debug[0],rcCommand[1],gyroADC[1],axisP[1],axisD[1],debug[1],rcCommand[2],gyroADC[2],axisP[2],axisD[2],debug[2],motor[0],motor[1],motor[2],motor[3],vbatLatest
0.0,1000.2046029284207,3.343828612889348,0.996438614636179,3.4553580774286643,0.0,1.1976288304562104,3.4814975226505758,1.070909147214659,4.474052024809062,0.0,1.0033977707356765,2.172298889500519,0.6567731750211604,2.1823570288502765,0.0,-0.2567684507962589,1106.4211513488528,1111.1122443308784,1108.2329557914536,1110.372296187078,1641.8112281854244
0.002,1000.3159211115463,0.1598140674987057,1.2026190745131442,-1.5350089703252536,13.711000581818187,-2.211020769608106,-0.6473905417881209,1.624656150317009,-4.216918660547122,46.51474826059739,1.254828069928808,-5.588126075424831,0.8612036922184826,-9.28703486540637,0.0,-0.033705811574839206,1110.9531953576472,1110.445396374408,1110.0984682109438,1109.8198819345337,1642.0204767753592
0.004,1006.250619800333,-0.02598693404999808,1.02763995017663,-1.5509387735815965,-11.636111768378194,1.6697862163657855,-3.6244249917145286,0.30272453744352895,-7.2887895261173545,-111.04225548137232,2.6845237782472107,-5.104078659816225,0.8880376230100706,-8.628647447269866,0.0,-3.417959026750734,1109.473311944014,1110.9406428430877,1110.9390527748164,1109.5559473682458,1640.5438412659087
0.006,1004.5136255775733,4.689675436128089,1.999494941447379,3.9599456881700044,64.62835691950481,2.231074511446817,3.3139939274536707,0.2421516434792278,5.701339279056566,-5.088123093001297,-1.3495515728237446,7.120724796421179,1.158569482556152,8.585503651965638,0.0,2.9990611531011644,1108.3273722198333,1109.970918569923,1113.0205571389777,1111.4507270442484,1639.8565141675524
0.008,1022.7664020884754,8.629056071194027,1.887199394727863,9.924013027758194,-7.467653856847824,4.591985351882743,-1.282991129326954,-0.41759356563071703,-1.6061778782202158,-55.41859756523536,0.6879651707976384,7.298235614816043,0.9003803963895227,9.212911514534191,-0.0,-0.011210815214851788,1114.752782243219,1112.7458977452955,1111.9302780112253,1112.8298310339374,1640.7474620672663
0.01,1027.3569423597862,9.383701529412896,1.4613484210619354,11.661703775492613,-28.319089748784176,3.8581881093960986,2.920884484749343,-0.29888537973137164,5.975892868476206,9.971487615545014,2.5879306367048382,-1.5553139676462755,0.8184499972776139,-3.418220109490401,-0.0,1.0367980547995501,1110.7097341091294,1110.1634587069818,1108.597508048492,1111.4628090467236,1642.164380388238
0.012,1007.6162023953977,2.0756436153156814,1.34780934987055,1.0713720387352337,-7.550348234227136,0.9873024569565971,-4.579772294631687,0.03858620187404388,-8.571673369514638,28.347612854854905,-2.268543546082622,4.302767936216615,1.1742193510564958,4.505109962630572,0.0,0.4195628062411574,1109.630762888391,1108.1084593237642,1111.8451177333598,1111.9378936304158,1641.8727931747974
0.014,1004.6784631853682,1.8256288289975742,1.2351861423917732,0.8691316346837391,-7.489443297338652,-0.26329962575878296,1.9329131807228888,-0.32387243023220946,4.188594093932663,-30.446525096925278,-1.3591788692868838,1.0266965340712004,0.6881473668029263,0.4875108008663147,-0.0,4.491657267685172,1109.0578334450759,1115.489703603032,1112.4221363780287,1110.6592385137014,1641.412366622335
0.016,1016.8156559565887,1.6540848754595796,1.5030666088023767,0.22229888851940263,17.814051016305136,-3.414375641535503,6.003494636197931,0.6610530452908556,9.915571592723532,82.73373994393747,3.926065639096675,6.89949869576869,0.9617275867494366,8.550390396987725,0.0,6.208864944319858,1110.462071006942,1107.0611293970583,1104.82651467318,1112.0729099651157,1641.063717158488
0.018,995.3905956058366,-0.21090163306983367,1.433143108118109,-2.4200338590286514,-4.649912795503807,0.9780062221677879,-1.102702487612449,-0.2567659504305231,-1.5700582130096543,-77.09679564059581,-3.133285846415083,6.84030040425567,1.3102012017883091,7.963342851553,0.0,3.2735632716024172,1114.1181694603354,1109.1443149133956,1111.30157131642,1105.6518937222738,1640.9066696770624
